Date,Startup,Industry Vertical,SubVertical,City,Investor,Type,Amount in cr
2016-01-15,Remidio,Healthcare,Healthcare Product Manufacturer,Bengalore,Cipher-Plexus Capital Advisors & Indian HNIs,Private,0.0
2016-01-15,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed,1.66
2016-01-15,Evibe.In,Consumer Internet,Party Hall Booking platform,Bengalore,"Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad",Seed,0.0
2016-01-15,Zoctr,Consumer Internet,healthcare aggregator platform,Mumbai,Times Group,Seed,0.0
2016-01-16,Jobick,Consumer Internet,Mobile app based Job Search,Noida,Abhinav Mathur,Seed,0.0
2016-01-18,Plick,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,Seed,0.0
2016-01-18,Voice Friends,Consumer Internet,Dating & Singles Chat Platform,Mumbai,Huzaifa Khorakiwala,Seed,0.0
2016-01-19,Kartrocket,Consumer Internet,SAAS DIY\\xc2\\xa0 ECommerce Platform,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private,49.8
2016-01-19,Swiggy,Consumer Internet,Online/Mobile food ordering platform,Bengalore,"Harmony Partners, RB Investments & existing investors",Private,290.5
2016-01-19,Tinystep,Consumer Internet,Parenting Social Network,Bengalore,Flipkart,Seed,0.0
2016-01-19,Cashkaro,Consumer Internet,Coupon & Cashback platform,Gurgaon,Ratan Tata,Private,0.0
2016-01-19,Gamezop,Consumer Internet,Casual Gaming platform,New Delhi,Anand Chandrasekaran & Others,Seed,0.0
2016-01-19,Dailyobjects,ECommerce,Mobile Accessories etailer,New Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",Private,11.62
2016-01-19,Indus Os,Technology,Local language Mobile OS,Mumbai,"Omidyar Network,",Private,41.5
2016-01-19,Collegedunia,Consumer Internet,Educational College Search platform,New Delhi,Umang Kumar,Seed,3.6935
2016-01-20,Villgro,Finance,Social Business Incubator & Fund,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private,29.05
2016-01-20,Reddoorz,Consumer Internet,Budget Accomodation Aggregator,New Delhi,500 Startups,Private,0.0
2016-01-20,Industrybuying,ECommerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital,Private,14.94
2016-01-20,Just Buy Live,ECommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private,166.0
2016-01-20,Imbesharam,ECommerce,Adult Products Etailers,New Delhi,Undisclosed US Based Investors,Private,33.2
2016-01-20,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai,Sa\\xc3\\xafd Business School Seed Fund.,Seed,0.332
2016-01-21,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,"Farooq Adam, Ambi Parameswaran,",Seed,0.0
2016-01-21,Firstcry.Com,ECommerce,Kids Focused eTailer,Pune,Ratan Tata,Private,0.0
2016-01-21,Fisdom,Consumer Internet,Personal Finance Mobile App,Bengalore,Rob Chandra,Seed,4.15
2016-01-21,Easypolicy,Consumer Internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private,18.26
2016-01-21,Housing.Com,Consumer Internet,Online Real Estate Portal,Mumbai,SoftBank Corp,Private,124.5
2016-01-22,Creo,Technology,Smartphone OS Developer,Bengalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private,24.9
2016-01-22,Shabdanagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed,1.66
2016-01-22,Little,Consumer Internet,Deal Discovery App,Bengalore,GIC,Private,0.0
2016-01-22,Snapbizz,ECommerce,Mobile based Retail Market Ecosystem,Bengalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private,59.76
2016-01-22,Qlivery,Consumer Internet,on-demand concierge services,Gurgaon,Chandigarh Angels Funding,Seed,0.0
2016-01-22,Plexusmd,Consumer Internet,Social Network for Healthcare Professionals,Ahemdabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",Seed,0.0
2016-01-22,Silvan Innovation Labs And Company,Technology,Home Automation & Security Solutions,Bengalore,The Chennai Angels,Seed,4.2745
2016-01-22,Eps,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private,290.5
2016-01-22,Qubole,Technology,Enterprise Cloud Based Data Processing,Bengalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private,249.0
2016-01-25,Gajty,Healthcare,Salons & Spa Chain,Gurgaon,Purvi Ventures,Seed,0.0
2016-01-25,Siftr Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed,1.245
2016-01-25,Power2Sme,Consumer Internet,SME Online Buying Hub,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private,174.3
2016-01-27,Skycandle,ECommerce,Home D\\xc3\\xa9cor Product etailer,New Delhi,GPA group,Private,0.0
2016-01-27,Teabox,ECommerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private,0.0
2016-01-27,Buildzar,ECommerce,Construction Material ETailer,Gurgaon,Puneet Dalmia,Private,33.2
2016-01-27,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bengalore,Undisclosed investors,Seed,8.3
2016-01-28,Whatsonrent,ECommerce,Online Rental Marketplace,Bengalore,Lalit Mangal & Others,Seed,0.0
2016-01-28,Zebi (Yet To Launch),Technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed,8.3
2016-01-28,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed,3.071
2016-01-28,Justdoc,Consumer Interne,Medical Video Consultation platform,Bengalore,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed,0.0
2016-01-29,Myeglu,Technology,Connected Smart Home Solutions,Bengalore,Foxconn Technology Group & Others,Seed,0.0
2016-01-29,Bitgiving,Consumer Internet,Crowd Funding Platform,New Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",Seed,0.0
2016-01-29,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed,1.328
2016-01-29,N.O.W,Consumer Internet,Rental Bike Aggregator App,Noida,Maple Capital Advisors,Seed,0.0
2016-01-29,Aisle,Consumer Internet,Indians focused Matchmaking App,Bengalore,"TermSheet, ah! Ventures",Seed,1.5355
2016-01-29,Freshmenu,Consumer Internet,Fresh Food Delivery platform,Bengalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private,141.1
2016-01-29,Truebil,ECommerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private,42.745
2016-01-29,Rare Media,Technology,Mobile & Cloud based App developer,New Delhi,Info Edge (India) Ltd,Private,9.13
2016-01-29,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,Lead Angel Network,Seed,0.0
2016-01-30,Codinglabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,Seed,0.0
2016-01-30,Findurclass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed,0.0
2015-12-01,Designbids,Consumer Internet,Interior Design Marketplace,New Delhi,Indian Angel Network,Seed,0.0
2015-12-01,Collegedekho,Online Education Information platform,,Jaipur,GirnarSoft,Seed,8.3
2015-12-01,Black White Orange Brands,Brand Licensing Startup,,Mumbai,YouWeCan Ventures,Seed,0.0
2015-12-01,Biteclub,Gourmet Food Discovery & Delivery platform,,Gurgaon,growX ventures,Private,0.0
2015-12-01,Patel Logistics,Transportation & Logistics Platform,,Mumbai,Frontline Strategy,Private,46.48
2015-12-01,Wigzo,Enterprise Marketing Automation platform,,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed,4.15
2015-12-01,Zapluk,"Health, Wellness & Beauty Services App",,Hyderabad,Undisclosed,Seed,0.0
2015-12-02,Godof Hospitals,Digital Healthcare,,New Delhi,Pankaj Gupta,Seed,16.6
2015-12-02,Roomstonite,Last Minute Hotel Booking App,,Bengalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed,12.45
2015-12-03,Kaaryah,Womens Fashion Wear Portal,,New Delhi,"The Saha Fund, TV Mohandas Pai",Private,0.0
2015-12-03,Anakage,Product Learning platform,,Bengalore,CIO Angel Network (CAN),Seed,0.0
2015-12-03,Easykhaana,Online Food ordering & Delivery platform,,New Delhi,Undisclosed investors,Seed,0.83
2015-12-03,Shuttl,App based Bus Pooling Services,,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private,166.0
2015-12-03,Eckovation,Social Learning Platform,,New Delhi,Chandigarh Angel Network (CAN),Seed,0.0
2015-12-04,Fitcircle,Social Fitness platform,,Mumbai,Beerud Sheth and Ravi Mantha,Seed,0.0
2015-12-04,Applop,On Demand Mobile app developer,,Kolkata,GHV Accelerator,Seed,0.83
2015-12-04,Carpm,Car Maintenance & Management mobile app,,Gurgaon,GHV Accelerator,Seed,0.83
2015-12-04,Ndtv Wedding Portal,Online Wedding Marketplace,,New Delhi,CerraCap,Private,166.0
2015-12-07,Splitkart,Splitting Bills Mobile App,,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed,0.0
2015-12-07,Zenatix,IOT Energy Management Analytics platform,,Gurgaon,Blume Ventures,Private,0.0
2015-12-07,Customfurnish,Custom Made furniture e-tailer,,Hyderabad,Agnus Capital,Private,37.35
2015-12-07,Faasos,QSR Chain,,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private,249.0
2015-12-07,Vlurn,eLearning platform,,Mumbai,Vidyadhar Sarfare,Seed,0.0
2015-12-07,Leaf Wearables,Smart Safety Wearable Devices,,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed,2.075
2015-12-08,Coolshare,Cab Sharing service Mobile app,,Mumbai,Gopal Aggarwal,Seed,0.83
2015-12-08,Mficient,Cloud Enterprise Mobility Platform,,New Delhi,Undisclosed investors,Seed,0.0
2015-12-08,Heybiz,Online Shopping Assistant Mobile app,,New Delhi,Shopclues,Seed,0.0
2015-12-09,Yumist,Home Cooked Food Order & Delivery platform,,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private,16.6
2015-12-09,Jigsaw Academy,Online School for Analytics learning,,Bengalore,Manipal Global Education Services,Private,24.9
2015-12-09,Joehukum,Chat based personal Assistant App,,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed,0.0
2015-12-09,Voxweb,Picture creation & Social mobile app,,Mumbai,Undisclosed Investor,Seed,2.905
2015-12-09,Aye Finance,Nonbanking finance company,,New Delhi,"SAIF Partners, Accion",Private,24.9
2015-12-10,Jumbobasket,eCommerce returns etailer,,Chandigarh,Chandigarh Angels Network,Seed,0.0
2015-12-10,Blackbuck,Online Freight Services Aggregator,,Bengalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private,207.5
2015-12-10,Homestudio,Online Branded Furniture etailer,,Bengalore,Bren Corporation,Private,41.5
2015-12-10,Prophesee,Digital Analytics Platform,,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed,4.15
2015-12-10,I2E1,Internet Network Infrastructure Services,,New Delhi,GrowX Ventures,Seed,4.15
2015-12-10,Holisol Logistics,Supply Chain & Logistics Solutions,,New Delhi,CLSA Capital Partners ARIA IV Funds,Private,83.0
2015-12-10,Stay Simple Resorts,Holiday Resort Chain,,Bengalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed,0.0
2015-12-10,Paynear,Mobile Point of Sale solutions,,Hyderabad,Mitesh Majithia,Private,20.75
2015-12-11,Chillr,Peer-to-Peer Money Transfer & Recharge App,,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private,581.0
2015-12-11,Eureqa,Test Automation SAAS platform,,Hyderabad,"Sashi Reddi, Gabriel Investments",Seed,4.98
2015-12-11,Localcircles,Citizens Engagement Platform,,Noida,Anand Mahindra,Private,0.0
2015-12-11,Getfocus,Indoor Navigation & Analytics Solutions,,Mumbai,Undisclosed investors,Seed,0.0
2015-12-11,Urbanclap,Hyperlocal On-Demand Household Services platform,,Gurgaon,Ratan Tata,Private,0.0
2015-12-11,Onlinerti,Online RTI application services,,Bengalore,"LetsVenture, Mohandas Pai",Seed,1.245
2015-12-11,Powerstores,ECommerce Website Creation SAAS platform,,Goa,Extreme Venture Partners\\xc2\\xa0 William Bissell,Seed,0.0
2015-12-11,Weddingz,Wedding Venues & Vendors Marketplace,,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed,8.3
2015-12-14,Intelligent Interfaces,Interface development platform for Government officials,,Bengalore,"Sachin Bansal, Binny Bansal",Seed,0.0
2015-12-14,Capricoast,Modular Furnishings Marketplace,,Bengalore,"Accel Partners India, RB Investments",Private,29.05
2015-12-14,Jetsetgo,Private Jet Bookings Marketplace,,Bengalore,Puneet Dalmia,Private,0.0
2015-12-14,Cabsguru,Cab search Comparison & Booking platform,,New Delhi,Prashanth Ranganathan,Seed,1.66
2015-12-15,Whoop,Performance Optimization Platform for athletes,,USA,Infosys,Private,24.9
2015-12-15,Bookeventz,Event Venue Booking Platform,,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed,0.0
2015-12-15,Deal Street Asia,Digital Media Platform,,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed,0.0
2015-12-16,Streamoid,visual search and discovery platform,,Bengalore,Undisclosed,Seed,8.3
2015-12-16,Housejoy,Home services marketplace,,Bengalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private,186.75
2015-12-16,Bluebirch,End to End reverse logistics Solution platform,,Bengalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed,16.6
2015-12-16,Meradoctor,Virtual Health consultation app,,Mumbai,Unilazer,Private,9.96
2015-12-17,Stage 3,Online Renting platform,,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed,0.0
2015-12-17,Rivigo,Logistics Services Provider,,Gurgaon,SAIF Partners and others,Private,249.0
2015-12-17,Springboard,Data Science & UX design Learning platform,,Bengalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed,14.11
2015-12-18,Eatfresh,Online marketplace for Chef Meals,,Bengalore,Kalaari Capital,Private,0.0
2015-12-18,Ampere Vehicles,Electric Bike Manufacturers,,Coimbatore,Kris Gopalakrishnan & Others,Seed,9.96
2015-12-18,Focus Digit,ECommerce platform solutions,,New Delhi,Turning Ideas,Seed,0.0
2015-12-18,The News Minute,Online Media Publication,,Bengalore,Quintillion Media,Seed,0.0
2015-12-21,Cbrex,International Hiring Platform,,Mumbai,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed,1.66
2015-12-21,Truckmandi,Logistics Service Provider Marketplace,,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private,16.6
2015-12-21,Peppertap,Hyperlocal\\xc2\\xa0 Grocery Delivery Service,,Gurgaon,Innoven Capital,Private,33.2
2015-12-22,Kooh Sports,Sports Education Platform,,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private,16.6
2015-12-22,Rentmojo,"Bike, Appliances Renting marketplace",,Bengalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed,0.0
2015-12-22,Industrybuying,Online Marketplace for Industrial Goods,,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed,0.0
2015-12-22,Zapr,Reward points mobile app,,Gurgaon,Dinesh Agarwal,Seed,0.0
2015-12-22,Latestone,Mobile accessories online store,,Hyderabad,Palred Technologies Ltd,Private,24.9
2015-12-22,Planetgogo,Content Discovery & reward points platform,,Gurgaon,HT Digital Media Holdings Ltd,Seed,0.0
2015-12-22,Arya.Ai,Artificial Intelligence,,Mumbai,"YourNest Angel Fund, Venture Nursery",Private,6.225
2015-12-22,Doctor Insta,Medical Consultation & Doctor appointment booking platform,,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private,4.15
2015-12-23,Mobiefit,Mobile Fitness App,,Goa,Medi Assist,Private,8.3
2015-12-23,Lafalafa,"Digital Coupons, Deal & Cashback aggregator app",,Mumbai,Vectr Ventures,Private,0.0
2015-12-23,Mech Mocha,Mobile Game development & Design platform,,Bengalore,"Blume Ventures, Flipkart",Seed,8.3
2015-12-23,Shotang.Com,B2B eCommerce Marketplace,,Bengalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private,41.5
2015-12-24,Cityfurnish,Furniture and appliances rental platform,,Gurgaon,Jitendra Gupta,Seed,0.0
2015-12-24,Black White Orange Brands,B2B Merchandize platform,,Mumbai,Collaborative Licensing Ventures LLP,Seed,2.5149
2015-12-24,Kolabro,Real Estate focused Tech platform,,Gurgaon,"Umang Kumar, Ruchir Arora & others",Seed,0.0
2015-12-28,Canvera,Photographer Online search & booking platform,,Bengalore,Info Edge (India) Ltd,Private,18.26
2015-12-28,Town Essentials,Grocery Delivery platform,,Bengalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed,8.3
2015-12-29,Bumper,Mobile Car Servicing appointment app,,Bengalore,SAIF Partners,Seed,4.15
2015-12-29,Hotify,New Curation Mobile App,,Bengalore,Mahavir Pratap Sharma,Seed,1.245
2015-12-30,Mobikwik,Mobile Wallet,,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private,54.78
2015-11-02,Intelligent Interfaces,Interface development platform for Government officials,,Bengalore,Yuvraj Singh,Seed,0.0
2015-11-02,Twigly,Online Food Ordering & Delivery platform,,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed,1.66
2015-11-03,Cityflo,Bus Aggregation and rental mobile app,,Mumbai,IDG Ventures,Seed,6.225
2015-11-03,Findyahan,hyperlocal online Services platform,,Noida,Times Group Brand Capital,Private,0.0
2015-11-03,Sabse,WiFi \xe2\x80\x93 first Cloud communication platform,,Mumbai,Ratan Tata,Private,0.0
2015-11-03,Pokkt,Alternate Mobile Monetization platform,,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private,41.5
2015-11-03,Oibanit,Online Food Ordering Marketplace,,Vadodara,"Varun Ahuja, Anubhav Verma",Seed,1.245
2015-11-03,Stuffed,Quick Service Restaurant & Online Delivery,,Mumbai,Riqueza Capital,Seed,3.1955
2015-11-03,Loanbaba,Online Loans Marketplace,,Mumbai,Undisclosed,Seed,2.656
2015-11-03,Deyor Rooms,Budget Hotels Aggregator,,New Delhi,Dheeraj Jain & Others,Seed,4.15
2015-11-04,Bidgely,Efficient Energy Management platform,,USA,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private,137.78
2015-11-04,Shirsa Labs,Digital Intelligent learning platform,,Mumbai,ah! Ventures,Seed,2.075
2015-11-04,Paytunes,Voice Call incentivization mobile app,,New Delhi,CIO Angel Network,Seed,0.0
2015-11-05,Yourdost,Online Counselling and psychological support platform,,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed,3.32
2015-11-05,Bookmybai,Domestic Help Aggregation platform,,Mumbai,Vineel Nalla & Others,Seed,1.245
2015-11-05,Myindianstay,Home Stay & room rentals platform,,Goa,Undisclosed investors,Seed,1.66
2015-11-06,Bobble,Selfie Mobile App,,New Delhi,SAIF Partners & others,Private,0.0
2015-11-06,Repup,Online Reputation Management Platform,,Gurgaon,Indian Angel Network,Seed,0.0
2015-11-06,Satvacart,Online Grocery platform,,Gurgaon,Undisclosed HNIs,Private,14.94
2015-11-06,Popxo,Online content platform for women,,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private,16.6
2015-11-06,Spareshub,Online Vehicle Spare Parts etailer,,Pune,"Hyderabad Angels, M&S Partners",Seed,3.818
2015-11-06,Explara,Event Ticketing platform,,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private,4.067
2015-11-06,Soothe Healthcare,affordable Personal Healthcare Products,,Noida,Saina Nehwal,Seed,0.0
2015-11-09,Yuvi Hospitality,Premium dining Lounges & restaurants,,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private,124.5
2015-11-09,Appvirality,Mobile Growth Hacking\\nPlatform,,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed,4.15
2015-11-09,Istar Skill Development,Skill Training Startup,,Bengalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private,12.45
2015-11-09,Bigstylist.Com,Beauty and Wellness Marketplace,,Mumbai,Info Edge,Private,8.3
2015-11-09,Zilingo,Marketplace App for Bangkok,,Bengalore,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private,15.77
2015-11-09,Didi,On-demand Maids Service Provider,,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed,1.245
2015-11-10,Skoov.Com,eCommerce Product Search Engine,,Mumbai,undisclosed investor,Seed,1.245
2015-11-11,Chefs Basket,Ready to cook packaged Foods,,Mumbai,"SAIF Partners, Haresh Chawla",Private,49.8
2015-11-11,Gingercrush,Product Customization Platform,,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed,0.0
2015-11-11,Delight Foods,Branded Food products online sales,,Bengalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private,4.98
2015-11-11,6Degree,Talent platform for Fashion professionals,,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed,0.0
2015-11-11,Renewbuy,Auto Insurance Online platform,,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed,4.15
2015-11-12,Grab,Hyperlocal Logistics Service Provider,,Mumbai,Sixth Sense Ventures,Seed,0.0
2015-11-13,Hitwicket,Cricket Management Mobile Game,,Hyderabad,Chennai Angels,Seed,2.075
2015-11-16,Flashdoor,On Demand Laundry Service platform,,Bengalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed,0.0
2015-11-16,Cashkaro,Ecommerce Discount & Cashback coupons platform,,Gurgaon,Kalaari Capital,Private,30.71
2015-11-16,Absentia Vr,Virtual Reality Headset creator,,Bengalore,"Astarc Ventures, 50K Ventures & others",Seed,1.494
2015-11-16,Renowala,Home Improvement Service platform,,Hyderabad,Logtally,Seed,0.0
2015-11-17,Taskbucks,mobile-only tasks marketplace,,New Delhi,Times Internet,Private,124.5
2015-11-17,Craftsvilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private,282.2
2015-11-17,Julia Computing,Numerical Computing & Data Science Platform,,Bengalore,Gordon and Betty Moore Foundation,Seed,4.98
2015-11-17,Styletag,Designer fashion Jewellery Marketplace,,Bengalore,Jitu Virwani,Seed,62.25
2015-11-17,Smytten,Online Products Discovery Platform,,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed,1.66
2015-11-17,Bibox,Kids Tool kit for Innovation platform,,Bengalore,Ravi Krishnamurthy,Seed,4.399
2015-11-18,Convegenius,Mobile Learning Solutions,,Noida,Enablers platform,Seed,2.49
2015-11-18,Ola,Car Aggregator & Retail Mobile App,,Bengalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private,4150.0
2015-11-18,Goodbox,conversational commerce mobile app,,Bengalore,Nexus Venture Partners,Private,20.75
2015-11-18,Scoopwhoop,Viral Content web Platform,,New Delhi,Kalaari Capital,Private,33.2
2015-11-18,Hipship,Express local delivery platform,,Bengalore,"Inara Capital , Rishi Khiani",Seed,0.0
2015-11-18,Pickrr,On-Demand Local Logistics provider,,New Delhi,Palaash Ventures,Seed,0.0
2015-11-19,Truelancer,Curated Freelancer Marketplace,,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed,0.0
2015-11-19,Aha Taxis,Online Taxi Rental Platform,,Noida,ah! Ventures,Seed,0.0
2015-11-19,Urbanclap,Mobile Services Marketplace,,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private,207.5
2015-11-19,Sensegiz,Smartwatch Maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed,4.15
2015-11-19,Placeoforigin,Online Gourmet Food Marketplace,,Bengalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed,0.0
2015-11-20,Fourseven,Online Jewellery etailer,,New Delhi,Indian Angel Network,Seed,3.7765
2015-11-20,Mindtickle,Sales & Productivity Software,,Pune,New Enterprise Associates,Private,103.75
2015-11-20,Shopsense,ecommerce related software product platform,,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed,0.0
2015-11-20,Medinfi,Health-Tech platform,,Bengalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed,2.5315
2015-11-20,Ouwt,Nightlife Discovery Mobile App,,Mumbai,Undisclosed investors,Seed,1.245
2015-11-21,Heypillow,Online Real Estate Marketplace,,Bengalore,Hampton Capital,Private,24.9
2015-11-21,Healers At Home,"Home Healthcare Services platform,",,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed,0.0
2015-11-21,Caravan Craft,Indian Ethnic Crafts Etailer,,Bengalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private,9.96
2015-11-23,Talkoot,Social platform for traders and investors,,Bengalore,Undisclosed investors,Seed,0.83
2015-11-23,Rentmojo,"Online Furniture, Home Appliances Rental Platform",,Bengalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private,16.6
2015-11-24,Medikoe,Healthcare Services Discovery platform,,Bengalore,Anil Menon,Seed,0.83
2015-11-24,Stylofie,Health and Beauty Services Marketplace,,Gurgaon,Swastika,Seed,2.075
2015-11-24,Servx,Automotive Services platform,,New Delhi,Manish Gupta,Seed,0.0
2015-11-24,Naaptol,Online and TV Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private,431.6
2015-11-25,Crayon Data,Big Data Analytics Platform,,Chennai,Ratan Tata,Private,0.0
2015-11-25,Early Salary,Mobile App based Loan disbursement platform,,Mumbai,Ashok Agarwal,Seed,12.45
2015-11-25,Tooler,On Demand Laundry Services App,,New Delhi,"Raghu Khanna, Sameer Gupta",Seed,0.913
2015-11-26,S Chand,Education Content Provider,,New Delhi,IFC Everstone Group,Private,224.1
2015-11-26,Stelae,Content Management Software Solutions,,Chennai,Earlsfield Capital,Private,0.0
